14,12,12,12,12,12,14,14,12,14,12,12,14,12,12,12
 6,14, 6, 6, 6,14, 6,14, 6, 6, 6,14, 6,14, 6,14
 4, 4,14, 4,14, 4, 4, 4,14, 6, 4, 4, 4, 4,14, 4
14, 8, 8,14,14, 8, 8, 8, 8,14, 8, 8, 8, 8, 8, 8
15,15,15,14,15,12,14,15,15,15,15,15,14,13, 6,15
 4, 6,14,14, 6,13, 7, 4,12, 6, 6, 4, 6, 6, 6, 4
 7,14, 4,12, 6,14, 6,14,14, 4, 7,12,12, 4, 4,12
14,12,12,14,14, 6,12, 7, 6,14,12,14,14,12,12,14
12,14,12,14,12, 4, 4,14,12, 4,14,13,12,12, 7,12
 4, 6,12, 4, 4,12, 6,13,14, 6, 6, 6, 6,14, 6,14
15,15,15,14,15,15, 6,14, 6,15,15,15,15,14,15,15
14, 8,13, 7,14, 4,14, 8, 8, 8, 8, 8,13, 8, 8, 8
 4,14, 4, 4, 4,14, 4,14,12, 4, 4,14, 4,14, 4, 4
14, 6, 6, 6,14, 6, 6, 6, 6, 6,14, 7, 6, 6,14, 6
12,12,12,14,12,12,12,12,12,14,12,12,12,12,12,14
14,14,13,14,14, 8,14,14, 7,14,14,14,14,14,14,14

