 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 0
 4, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 0
 4, 4, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 0
 4, 4, 4, 1, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 0
 4, 4, 4, 4, 1, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 0
 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 0
 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 0
 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 0
 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 0
 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 0
 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 6, 6, 6, 6, 0
 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 6, 6, 6, 0
 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 6, 6, 0
 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 6, 0
 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
