 0, 0, 0, 0, 0, 0, 0, 1,12,14,12, 1, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 1,12,14,12,12,12, 1, 0, 0, 0
 0, 0, 0, 0, 0, 1,12, 1,12,12, 5, 4, 1, 0, 0, 0
 0, 0, 0, 0, 0, 0, 1, 1,12,12, 6, 6, 1, 0, 0, 0
 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 5, 6, 1, 0, 0, 0
 0, 0, 0, 0, 0, 1,15,11,11,10, 1, 1, 0, 0, 0, 0
 0, 0, 0, 0, 1,15,10,10,10,11,11, 1, 1, 1, 0, 0
 0, 0, 0, 1,15,10, 1,15,11,10,10, 1, 6, 5, 1, 0
 0, 0, 1, 6, 5, 1, 1,13, 6, 6, 5,10, 5, 4, 1, 0
 0, 0, 1, 5, 4, 1,15,11,10,10,10, 1, 1, 1, 0, 0
 0, 0, 0, 1, 1, 1,11,10,10,10,10, 0, 0, 0, 0, 0
 0, 0, 1, 1, 4, 4, 4,14,12,12, 1, 0, 0, 0, 0, 0
 0, 0, 4, 4, 4, 4, 1, 1,14,12,12, 1, 0, 1, 1, 0
 0, 0, 1, 4, 1, 1, 0, 0, 1,14, 4, 4, 1, 4, 4, 1
 0, 0, 1, 4, 4, 1, 0, 0, 0, 1, 4, 4, 4, 4, 1, 0
 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 4, 4, 1, 0, 0
