15, 6, 6, 6,15,15,15,15,15,15,15,15, 6, 6, 6, 15 
 6,15, 6,15, 6, 6, 6,15,15, 6, 6, 6,15, 6,15, 6 
 6, 6,15, 6, 6,14, 6,15,15, 6,14, 6, 6,15, 6, 6 
 6,15, 6,15, 6, 6, 6,15,15, 6, 6, 6,15, 6,15, 6 
15, 6, 6, 6,15, 6, 6,15,15, 6, 6,15, 6, 6, 6, 15 
15, 6, 6, 6, 6,15, 6,15,15, 6,15, 6, 6, 6, 6, 15 
15,15, 6, 6, 6, 6,15,15,15,15, 6, 6, 6, 6,15, 15 
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15, 15 
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15, 15 
15,15, 6, 6, 6, 6,15,15,15,15, 6, 6, 6, 6,15, 15 
15, 6, 6, 6, 6,15, 6,15,15, 6,15, 6, 6, 6, 6, 15 
15, 6, 6, 6,15, 6, 6,15,15, 6, 6,15, 6, 6, 6, 15 
 6,15, 6,15, 6, 6, 6,15,15, 6, 6, 6,15, 6,15, 6 
 6, 6,15, 6, 6,14, 6,15,15, 6,14, 6, 6,15, 6, 6 
 6,15, 6,15, 6, 6, 6,15,15, 6, 6, 6,15, 6,15, 6 
15, 6, 6, 6,15,15,15,15,15,15,15,15, 6, 6, 6, 15 
