12,12,12,12,12, 0,14,14,14,14, 0,12,12,12,12, 12 
12, 6, 6, 6, 6, 0,14,14,14, 0, 0, 6, 6, 6, 6, 12 
12, 5, 6, 5,13, 0,14,14, 0,14, 0,13, 5, 6, 0, 12 
12,13, 5, 6, 5, 0, 0, 0,14,14, 0, 5, 6, 5,13, 12 
12,13,13, 5, 6, 0,14,14,14,14, 0, 6, 5,13,13, 12 
12,13,13,13, 5, 0,14,14,14, 0, 0, 5,13,13,13, 12 
12, 5, 5, 5, 5, 0,14,14, 0,14, 0, 5, 5, 5, 5, 12 
12, 4, 4, 4, 4, 0, 0, 0,14,14, 0, 4, 4, 4, 4, 12 
12, 4, 4, 4, 4, 0,14,14,14,14, 0, 4, 4, 4, 4, 12 
12, 5, 5, 5, 5, 0,14,14,14, 0, 0, 5, 5, 5, 5, 12 
12,13,13,13, 5, 0,14,14, 0,14, 0, 5,13,13,13, 12 
12,13,13, 5, 6, 0, 0, 0,14,14, 0, 6, 5,13,13, 12 
12,13, 5, 6, 5, 0,14,14,14,14, 0, 5, 6, 5,13, 12 
12, 5, 6, 5,13, 0,14,14,14, 0, 0,13, 5, 6, 5, 12 
12, 6, 6, 6, 6, 0,14,14, 0,14, 0, 6, 6, 6, 6, 12 
12,12,12,12,12, 0, 0, 0,14,14, 0,12,12,12,12, 12 
