 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
 0,15,15,15,15,15,15,15,15,15,15,15,15,15,15, 0 
 0,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,15, 0 
 0,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,15, 0 
 0,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,15, 0 
 0,15, 0, 0, 0, 0, 0, 0, 0, 0,15,15,15, 0,15, 0 
 0,15, 0, 0, 0, 0, 0, 0, 0, 0,15,15,15, 0,15, 0 
 0,15, 0, 0, 0, 0, 0, 7, 7, 8,15,15,15, 0,15, 0 
 0,15, 0, 0, 0, 0, 0, 7, 7, 8,15,15,15, 0,15, 0 
 0,15, 0, 8, 8, 8, 0, 7, 7, 8, 7, 7, 7, 0,15, 0 
 0,15, 0, 8, 8, 8, 0, 7, 7, 8, 7, 0, 0, 0,15, 0 
 0,15, 0, 8, 8, 8, 0, 8, 0, 0, 7, 0, 0, 0,15, 0 
 0,15, 0, 8, 8, 8, 0, 8, 0, 0, 0, 0, 0, 0,15, 0 
 0,15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,15, 0 
 0,15,15,15,15,15,15,15,15,15,15,15,15,15,15, 0 
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
