 9,13,13,13,13,13,13,13,13,13,13,13,13,13, 5, 0
13, 9,13,13,13,13,13,13,13,13,13,13,13, 5, 5, 0
13,13, 9,13,13,13,13,13,13,13,13,13, 5, 5, 5, 0
13,13,13, 9,13,13,13,13,13,13,13, 5, 5, 5, 5, 0
13,13,13,13, 9,13,13,13,13,13, 5, 5, 5, 5, 5, 0
13,13,13,13,13, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 0
13,13,13,13,13, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 0
13,13,13,13,13, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 0
13,13,13,13,13, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 0
13,13,13,13,13, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 0
13,13,13,13, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 0
13,13,13, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 0
13,13, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 0
13, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 0
 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
