 8,15,15,15,15,15,15,15,15,15,15,15,15,15, 8, 0
15, 8,15,15,15,15,15,15,15,15,15,15,15, 8, 8, 0
15,15, 8,15,15,15,15,15,15,15,15,15, 8, 8, 8, 0
15,15,15, 8,15,15,15,15,15,15,15, 8, 8, 8, 8, 0
15,15,15,15, 8,15,15,15,15,15, 8, 8, 8, 8, 8, 0
15,15,15,15,15, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 0
15,15,15,15,15, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 0
15,15,15,15,15, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 0
15,15,15,15,15, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 0
15,15,15,15,15, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 0
15,15,15,15, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 0
15,15,15, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 0
15,15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 0
15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 0
 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

