12,12,12,12,12,12,12,12,12,12,12,12,12,12,12, 12 
12, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 12 
12, 5, 6, 5,13,13, 5, 4, 4, 5,13,13, 5, 6, 0, 12 
12,13, 5, 6, 5,13, 5, 4, 4, 5,13, 5, 6, 5,13, 12 
12,13,13, 5, 6, 5, 5, 4, 4, 5, 5, 6, 5,13,13, 12 
12,13,13,13, 5, 6, 5, 4, 4, 5, 6, 5,13,13,13, 12 
12, 5, 5, 5, 5, 5, 6, 4, 4, 6, 5, 5, 5, 5, 5, 12 
12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12 
12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12 
12, 5, 5, 5, 5, 5, 6, 4, 4, 6, 5, 5, 5, 5, 5, 12 
12,13,13,13, 5, 6, 5, 4, 4, 5, 6, 5,13,13,13, 12 
12,13,13, 5, 6, 5, 5, 4, 4, 5, 5, 6, 5,13,13, 12 
12,13, 5, 6, 5,13, 5, 4, 4, 5,13, 5, 6, 5,13, 12 
12, 5, 6, 5,13,13, 5, 4, 4, 5,13,13, 5, 6, 5, 12 
12, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 12 
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12, 12 
